tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,jumlah
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,16728
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,2829
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,2821
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,5028
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,5024
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,4092
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,6705
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,7309
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,2256
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,3584
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,2654
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,2055
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,1152
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,3134
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,971
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,1839
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,1749
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,4850
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,3656
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,4626
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-Laki,3954
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,5736
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,5443
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,3882
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,3937
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,436
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,2509
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,10825
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,7901
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,7915
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,4612
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,10797
