,Kabupaten_Kota,Kecamatan,Kelurahan,Kelamin,Pekerjaan,Jumlah
19232,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Wartawan,1
19233,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Ustadz/Mubaligh,0
19234,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Dosen,1
19235,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Guru,47
19236,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pengacara,0
19237,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Konsultan,0
19238,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Dokter,0
19239,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Bidan,2
19240,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Perawat,2
19241,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pelaut,0
19242,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Sopir,0
19243,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pedagang,46
19244,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Wiraswasta,70
19245,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Lainnya,6
19246,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Belum/Tidak Bekerja,11
19247,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Mengurus Rumah Tangga,2136
19248,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pelajar/Mahasiswa,90
19249,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pensiunan,139
19250,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pegawai Negeri Sipil,89
19251,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Tentara Nasional Indonesia,1
19252,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Kepolisian RI,0
19253,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Petani/Pekebun,1
19254,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Nelayan/Perikanan,0
19255,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Industri,1
19256,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Konstruksi,0
19257,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Transportasi,0
19258,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Karyawan Swasta,733
19259,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Karyawan BUMN,10
19260,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Karyawan BUMD,0
19261,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Karyawan Honorer,1
19262,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Buruh Harian Lepas,15
19263,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pembantu Rumah Tangga,6
19264,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Tukang Jahit,0
19265,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Penata Rias,1
19266,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Mekanik,0
19267,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Seniman,1
19268,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Penterjemah,0
19269,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Imam Mesjid,0
19270,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pendeta,4
19271,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pastor,0
19272,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Wartawan,2
19273,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Ustadz/Mubaligh,0
19274,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota DPR-RI,0
19275,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota DPD,0
19276,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota BPK,0
19277,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Bupati,0
19278,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Dosen,25
19279,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Guru,81
19280,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pilot,0
19281,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pengacara,1
19282,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Notaris,3
19283,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Arsitek,0
19284,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Akuntan,1
19285,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Konsultan,0
19286,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Dokter,23
19287,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Bidan,3
19288,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Perawat,5
19289,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Apoteker,0
19290,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Psikiater/Psikolog,1
19291,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pelaut,0
19292,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Sopir,0
19293,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pedagang,29
19294,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Wiraswasta,196
19295,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Lainnya,16
19296,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Belum/Tidak Bekerja,41
19297,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Mengurus Rumah Tangga,2269
19298,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pelajar/Mahasiswa,137
19299,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pensiunan,124
19300,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pegawai Negeri Sipil,74
19301,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Tentara Nasional Indonesia,1
19302,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Kepolisian RI,1
19303,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Perdagangan,0
19304,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Petani/Pekebun,0
19305,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Konstruksi,0
19306,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan Swasta,1019
19307,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan BUMN,20
19308,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan BUMD,0
19309,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan Honorer,1
19310,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Buruh Harian Lepas,23
19311,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Buruh Tani/Perkebunan,0
19312,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pembantu Rumah Tangga,2
19313,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Tukang Jahit,0
19314,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Mekanik,0
19315,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Seniman,1
19316,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pendeta,1
19317,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pastor,0
19318,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Wartawan,2
19319,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Ustadz/Mubaligh,0
19320,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Juru Masak,0
19321,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Anggota BPK,0
19322,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Anggota DPRD Provinsi,0
19323,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Dosen,20
19324,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Guru,73
19325,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pilot,0
19326,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pengacara,3
19327,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Notaris,2
19328,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Arsitek,0
19329,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Akuntan,1
19330,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Konsultan,3
19331,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Dokter,28
19332,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Bidan,2
19333,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Perawat,20
19334,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Apoteker,1
19335,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Psikiater/Psikolog,1
19336,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pelaut,0
19337,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Peneliti,0
19338,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Sopir,0
19339,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pedagang,22
19340,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Biarawan/Biarawati,2
19341,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Wiraswasta,310
19342,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Lainnya,8
19343,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Belum/Tidak Bekerja,20
19344,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Mengurus Rumah Tangga,1696
19345,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pelajar/Mahasiswa,51
19346,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pensiunan,100
19347,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pegawai Negeri Sipil,56
19348,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Tentara Nasional Indonesia,0
19349,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Kepolisian RI,0
19350,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perdagangan,1
19351,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Petani/Pekebun,1
19352,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Peternak,0
19353,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Transportasi,0
19354,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan Swasta,597
19355,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan BUMN,15
19356,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan BUMD,0
19357,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan Honorer,2
19358,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Buruh Harian Lepas,11
19359,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Buruh Tani/Perkebunan,0
19360,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pembantu Rumah Tangga,5
19361,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Tukang Kayu,0
19362,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Mekanik,0
19363,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Seniman,2
19364,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pendeta,2
19365,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wartawan,2
19366,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Ustadz/Mubaligh,0
19367,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Anggota Mahkamah Konstitusi,0
19368,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wakil Walikota,0
19369,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Dosen,20
19370,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Guru,39
19371,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pilot,1
19372,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pengacara,1
19373,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Notaris,5
19374,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Arsitek,0
19375,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Akuntan,0
19376,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Konsultan,1
19377,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Dokter,26
19378,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Bidan,2
19379,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perawat,4
19380,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Apoteker,1
19381,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pelaut,0
19382,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Sopir,0
19383,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pedagang,30
19384,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perangkat Desa,0
19385,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wiraswasta,182
19386,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Lainnya,8
19387,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Belum/Tidak Bekerja,25
19388,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Mengurus Rumah Tangga,1699
19389,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pelajar/Mahasiswa,35
19390,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pensiunan,15
19391,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pegawai Negeri Sipil,8
19392,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tentara Nasional Indonesia,0
19393,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Kepolisian RI,0
19394,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Perdagangan,0
19395,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Nelayan/Perikanan,0
19396,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Industri,0
19397,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Konstruksi,0
19398,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Transportasi,0
19399,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan Swasta,294
19400,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan BUMN,2
19401,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan BUMD,0
19402,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan Honorer,3
19403,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Harian Lepas,14
19404,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Tani/Perkebunan,0
19405,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Peternakan,0
19406,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tukang Jahit,1
19407,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Mekanik,0
19408,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Seniman,0
19409,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tabib,0
19410,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pendeta,1
19411,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Wartawan,0
19412,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Ustadz/Mubaligh,2
19413,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Dosen,2
19414,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Guru,23
19415,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pengacara,0
19416,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Konsultan,0
19417,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Dokter,3
19418,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Bidan,1
19419,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Perawat,2
19420,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pelaut,0
19421,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Sopir,0
19422,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pedagang,38
19423,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Biarawan/Biarawati,17
19424,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Wiraswasta,101
19425,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Lainnya,18
19426,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Belum/Tidak Bekerja,38
19427,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Mengurus Rumah Tangga,2369
19428,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pelajar/Mahasiswa,106
19429,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pensiunan,66
19430,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pegawai Negeri Sipil,47
19431,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Tentara Nasional Indonesia,0
19432,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Kepolisian RI,3
19433,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Perdagangan,2
19434,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Petani/Pekebun,0
19435,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Industri,0
19436,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Konstruksi,0
19437,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Transportasi,0
19438,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan Swasta,869
19439,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan BUMN,11
19440,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan BUMD,0
19441,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan Honorer,2
19442,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Buruh Harian Lepas,14
19443,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Buruh Tani/Perkebunan,0
19444,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pembantu Rumah Tangga,3
19445,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Tukang Jahit,2
19446,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Mekanik,0
19447,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Seniman,2
19448,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pendeta,4
19449,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pastor,0
19450,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Wartawan,1
19451,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Dosen,7
19452,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Guru,58
19453,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pengacara,2
19454,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Notaris,0
19455,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Arsitek,0
19456,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Akuntan,0
19457,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Konsultan,4
19458,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Dokter,13
19459,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Bidan,7
19460,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Perawat,8
19461,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Apoteker,3
19462,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pelaut,0
19463,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Peneliti,0
19464,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Sopir,0
19465,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pedagang,46
19466,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Biarawan/Biarawati,18
19467,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Wiraswasta,263
19468,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Lainnya,10
19469,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Belum/Tidak Bekerja,11
19470,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Mengurus Rumah Tangga,741
19471,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pelajar/Mahasiswa,15
19472,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pensiunan,6
19473,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pegawai Negeri Sipil,6
19474,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tentara Nasional Indonesia,1
19475,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Kepolisian RI,0
19476,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Perdagangan,0
19477,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Petani/Pekebun,0
19478,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan Swasta,239
19479,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan BUMN,2
19480,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan Honorer,0
19481,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Buruh Harian Lepas,8
19482,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pembantu Rumah Tangga,4
19483,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tukang Jahit,1
19484,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tukang Gigi,0
19485,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Mekanik,0
19486,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Seniman,1
19487,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pendeta,0
19488,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Wartawan,0
19489,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Dosen,1
19490,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Guru,9
19491,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pengacara,1
19492,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Arsitek,0
19493,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Konsultan,0
19494,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Dokter,2
19495,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Bidan,2
19496,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Perawat,0
19497,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Apoteker,0
19498,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pelaut,0
19499,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Sopir,0
